"Occurrences","Lexeme","Strong's number","Strong's unreliable?","Gloss"
28,"ἁγιάζω",37,"no","heilig maken, toewijden, heiligen"
10,"ἁγιασμός",38,"no","heiligheid, toewijding"
234,"ἅγιος",40,"no","heilig, toegewijd"
2,"ἁγιότης",41,"no","(mate van) heiligheid"
3,"ἁγιωσύνη",42,"no","(staat van) heiligheid"
1,"ἀγκάλη",43,"no","arm"
1,"ἄγκιστρον",44,"no","vishaak"
4,"ἄγκυρα",45,"no","anker"
2,"ἄγναφος",46,"no","nog niet gekrompen"
2,"ἁγνεία",47,"no","reinheid"
7,"ἁγνίζω",48,"no","reinigen"
1,"ἁγνισμός",49,"no","reiniging"
22,"ἀγνοέω",50,"no","niet weten (van)"
1,"ἀγνόημα",51,"no","overtredingen uit onwetendheid"
4,"ἄγνοια",52,"no","onwetendheid"
8,"ἁγνός",53,"no","puur, oprecht"
2,"ἁγνότης",54,"no","puurheid, oprechtheid"
1,"ἁγνῶς",55,"no","oprecht"
2,"ἀγνωσία",56,"no","onbekendheid"
1,"ἄγνωστος",57,"no","onbekend"
11,"ἀγορά",58,"no","marktplein"
30,"ἀγοράζω",59,"no","kopen"
2,"ἀγοραῖος",60,"no","behorend bij het marktplein; (subst.) raddraaier, zittingsdag"
2,"ἄγρα",61,"no","vangst"
1,"ἀγράμματος",62,"no","ongeletterd"
1,"ἀγραυλέω",63,"no","buiten overnachten"
1,"ἀγρεύω",64,"no","vangen"
2,"ἀγριέλαιος",65,"no","wilde vijgenboom"
3,"ἄγριος",66,"no","wild"
11,"Ἀγρίππας",67,"no","Agrippa"
36,"ἀγρός",68,"no","veld; (pl.) platteland"
4,"ἀγρυπνέω",69,"no","alert zijn, (aan) slaapgebrek lijden"
2,"ἀγρυπνία",70,"no","slaapgebrek, alertheid"
69,"ἄγω",71,"no","leiden, brengen"
1,"ἀγωγή",72,"no","gedrag"
6,"ἀγών",73,"no","wedstrijd"
1,"ἀγωνία",74,"no","zielenstrijd, interne worsteling, doodsangst"
8,"ἀγωνίζομαι",75,"no","strijden, zich inspannen (voor)"
9,"Ἀδάμ",76,"no","Adam"
1,"ἀδάπανος",77,"no","zonder kosten"
1,"Ἀδδί",78,"no","Addi"
26,"ἀδελφή",79,"no","zus"
343,"ἀδελφός",80,"no","broer; (pl.) broers en zussen, familieleden"
2,"ἀδελφότης",81,"no","broers en zussen"
2,"ἄδηλος",82,"no","onduidelijk"
1,"ἀδηλότης",83,"no","onzekerheid"
1,"ἀδήλως",84,"no","lukraak"
3,"ἀδημονέω",85,"no","verontrust zijn"
1,"ἀδιάκριτος",87,"no","onpartijdig"
2,"ἀδιάλειπτος",88,"no","voortdurend"
4,"ἀδιαλείπτως",89,"no","voortdurend"
28,"ἀδικέω",91,"no","onrecht doen (aan)"
3,"ἀδίκημα",92,"no","wandaad, misdaad"
25,"ἀδικία",93,"no","onrechtvaardigheid"
12,"ἄδικος",94,"no","onrechtvaardig, partijdig"
1,"ἀδίκως",95,"no","onterecht"
1,"ἀδμίν",284,"yes","Admin"
8,"ἀδόκιμος",96,"no","ongeschikt, gediskwalificeerd"
1,"ἄδολος",97,"no","zuiver"
1,"Ἀδραμυττηνός",98,"no","van Adramyttium"
1,"Ἀδρίας",99,"no","Adriatische Zee"
1,"ἁδρότης",100,"no","overvloed"
2,"ἀδυνατέω",101,"no","onmogelijk zijn"
10,"ἀδύνατος",102,"no","onmachtig, onmogelijk"
7,"ἀεί",104,"no","altijd, regelmatig"
5,"ἀετός",105,"no","adelaar, roofvogel"
9,"ἄζυμος",106,"no","ongedesemd; (pl.) Pesach; onbedorven"
2,"Ἀζώρ",107,"no","Azor"
1,"Ἄζωτος",108,"no","Azotus"
7,"ἀήρ",109,"no","lucht"
3,"ἀθανασία",110,"no","onsterfelijkheid"
2,"ἀθέμιτος",111,"no","onwettig"
1,"ἄθεος",112,"no","goddeloos"
2,"ἄθεσμος",113,"no","wetteloos"
16,"ἀθετέω",114,"no","verwerpen, ongeldig verklaren"
2,"ἀθέτησις",115,"no","ongeldigverklaring"
4,"Ἀθῆναι",116,"no","Athene"
2,"Ἀθηναῖος",117,"no","Athener"
2,"ἀθλέω",118,"no","als athleet strijden"
1,"ἄθλησις",119,"no","wedstrijd, worsteling"
1,"ἀθροίζω",4867,"yes","(act.) verzamelen; (pas.) bijeenkomen"
1,"ἀθυμέω",120,"no","moedeloos worden"
2,"ἀθῷος",121,"no","onschuldig"
1,"αἴγειος",122,"no","van een geit"
6,"αἰγιαλός",123,"no","kust, strand"
5,"Αἰγύπτιος",124,"no","Egyptenaar"
25,"Αἴγυπτος",125,"no","Egypte"
2,"ἀΐδιος",126,"no","voor altijd"
1,"αἰδώς",127,"no","respectvol, ingetogen"
2,"Αἰθίοψ",128,"no","Ethiopiër"
97,"αἷμα",129,"no","bloed"
1,"αἱματεκχυσία",130,"no","bloedvergieten"
1,"αἱμορροέω",131,"no","lijden aan bloedverlies"
2,"Αἰνέας",132,"no","Eneas"
1,"αἴνεσις",133,"no","lof"
8,"αἰνέω",134,"no","loven"
1,"αἴνιγμα",135,"no","raadsel"
2,"αἶνος",136,"no","lof"
1,"Αἰνών",137,"no","Enon"
9,"αἵρεσις",139,"no","factie, sekte, verdeeldheid zaaiende mening"
1,"αἱρετίζω",140,"no","kiezen"
1,"αἱρετικός",141,"no","verdeeldheid zaaiend, partijzuchtig"
3,"αἱρέω",138,"no","kiezen, de voorkeur geven aan"
101,"αἴρω",142,"no","opheffen, verwijderen"
1,"αἰσθάνομαι",143,"no","waarnemen, inzien"
1,"αἴσθησις",144,"no","waarneming, inzicht"
1,"αἰσθητήριον",145,"no","zintuig"
2,"αἰσχροκερδής",146,"no","inhalig"
1,"αἰσχροκερδῶς",147,"no","uit winstbejag"
1,"αἰσχρολογία",148,"no","schandelijke taal"
4,"αἰσχρός",150,"no","schandelijk"
1,"αἰσχρότης",151,"no","schandelijk gedrag"
6,"αἰσχύνη",152,"no","schaamte"
5,"αἰσχύνω",153,"no","beschamen; (med.) beschaamd zijn"
70,"αἰτέω",154,"no","vragen, verzoeken (om)"
3,"αἴτημα",155,"no","verzoek"
20,"αἰτία",156,"no","oorzaak, reden, casus"
5,"αἴτιος",159,"no","verantwoordelijk (voor), reden (van)"
1,"αἰτίωμα",157,"no","beschuldiging"
2,"αἰφνίδιος",160,"no","plotseling, onvoorspelbaar"
3,"αἰχμαλωσία",161,"no","(krijgs)gevangenschap"
1,"αἰχμαλωτεύω",162,"no","(krijgs)gevangen nemen"
4,"αἰχμαλωτίζω",163,"no","(krijgs)gevangen nemen"
1,"αἰχμάλωτος",164,"no","(krijgs)gevangene"
124,"αἰών",165,"no","eeuw, tijdperk, wereld"
71,"αἰώνιος",166,"no","lange tijd geleden, eeuwig"
10,"ἀκαθαρσία",167,"no","onreinheid"
31,"ἀκάθαρτος",169,"no","onrein"
1,"ἀκαιρέομαι",170,"no","geen gelegenheid hebben "
1,"ἀκαίρως",171,"no","ongelegen"
2,"ἄκακος",172,"no","onschuldig, naïef"
14,"ἄκανθα",173,"no","doornstruik"
2,"ἀκάνθινος",174,"no","doornig"
7,"ἄκαρπος",175,"no","onvruchtbaar"
1,"ἀκατάγνωστος",176,"no","onberispelijk"
2,"ἀκατακάλυπτος",177,"no","ongesluierd"
2,"ἀκατάκριτος",178,"no","zonder veroordeling"
1,"ἀκατάλυτος",179,"no","onbreekbaar, oneindig"
1,"ἀκατάπαυστος",180,"no","onophoudelijk"
5,"ἀκαταστασία",181,"no","oproer, wanorde"
2,"ἀκατάστατος",182,"no","onstabiel, grillig"
1,"Ἁκελδαμάχ",184,"no","Akeldama"
3,"ἀκέραιος",185,"no","zuiver, onschuldig"
1,"ἀκλινής",186,"no","onbuigzaam, resoluut"
1,"ἀκμάζω",187,"no","rijp worden"
1,"ἀκμήν",188,"no","(zelfs) nu (nog)"
24,"ἀκοή",189,"no","horen, oor, gerucht, bericht"
90,"ἀκολουθέω",190,"no","volgen, navolgen"
428,"ἀκούω",191,"no"," (+acc./+gen.) horen, luisteren naar, gehoorzamen "
2,"ἀκρασία",192,"no","onmatigheid, gebrek aan zelfcontrole"
1,"ἀκρατής",193,"no","onmatig, zonder zelfcontrole"
1,"ἄκρατος",194,"no","ongemixt, niet aangelengd"
1,"ἀκρίβεια",195,"no","striktheid, zorgvuldigheid"
1,"ἀκριβής",196,"no","strikt, zorgvuldig, nauwgezet"
2,"ἀκριβόω",198,"no","zorgvuldig onderzoeken"
9,"ἀκριβῶς",199,"no","nauwgezet, zorgvuldig"
4,"ἀκρίς",200,"no","sprinkhaan"
1,"ἀκροατήριον",201,"no","zaal"
4,"ἀκροατής",202,"no","toehoorder"
20,"ἀκροβυστία",203,"no","voorhuid"
2,"ἀκρογωνιαῖος",204,"no","in de hoek, hoeksteen"
1,"ἀκροθίνιον",205,"no","buit"
6,"ἄκρον",206,"no","uiteinde, grens"
6,"Ἀκύλας",207,"no","Aquila"
3,"ἀκυρόω",208,"no","ongeldig maken, annuleren"
1,"ἀκωλύτως",209,"no","ongehinderd"
1,"ἄκων",210,"no","onvrijwillig"
4,"ἀλάβαστρος",211,"no","albasten bakje of kruik"
2,"ἀλαζονεία",212,"no","arrogantie, opschepperij"
2,"ἀλαζών",213,"no","opschepper"
2,"ἀλαλάζω",214,"no","weeklagen, schallen"
1,"ἀλάλητος",215,"no","onuitsprekelijk"
3,"ἄλαλος",216,"no","niet in staat te spreken, stom"
8,"ἅλας",217,"no","zout"
9,"ἀλείφω",218,"no","zalven"
1,"ἀλεκτοροφωνία",219,"no","hanegekraai"
11,"ἀλέκτωρ",220,"no","haan"
2,"Ἀλεξανδρεύς",221,"no","iemand uit Alexandrië"
2,"Ἀλεξανδρῖνος",222,"no","afkomstig uit Alexandrië"
6,"Ἀλέξανδρος",223,"no","Alexander"
2,"ἄλευρον",224,"no","tarwebloem"
109,"ἀλήθεια",225,"no","waarheid"
2,"ἀληθεύω",226,"no","de waarheid spreken"
26,"ἀληθής",227,"no","waar, echt, eerlijk"
28,"ἀληθινός",228,"no","waar, echt, eerlijk"
2,"ἀλήθω",229,"no","malen"
18,"ἀληθῶς",230,"no","werkelijk, zeker, echt"
5,"ἁλιεύς",231,"no","visser"
1,"ἁλιεύω",232,"no","vissen"
2,"ἁλίζω",233,"no","zouten"
1,"ἀλίσγημα",234,"no","verontreiniging"
638,"ἀλλά",235,"no","maar, desalniettemin"
6,"ἀλλάσσω",236,"no","veranderen"
1,"ἀλλαχόθεν",237,"no","ergens anders vandaan, op een andere manier"
1,"ἀλλαχοῦ",237,"yes","ergens anders heen"
1,"ἀλληγορέω",238,"no","allegorisch uitdrukken"
4,"ἁλληλουϊά",239,"no","halleluja"
100,"ἀλλήλων",240,"no","elkaar"
1,"ἀλλογενής",241,"no","vreemdeling, van een ander volk"
3,"ἅλλομαι",242,"no","opspringen, opborrelen"
154,"ἄλλος",243,"no","ander"
1,"ἀλλοτριεπίσκοπος",244,"no","bemoeial, informant"
14,"ἀλλότριος",245,"no","vreemd, andermans"
1,"ἀλλόφυλος",246,"no","vreemd, heidens"
1,"ἄλλως",247,"no","anders(zins)"
3,"ἀλοάω",248,"no","dorsen"
3,"ἄλογος",249,"no","redeloos, onredelijk"
1,"ἀλόη",250,"no","aloë(sap)"
1,"ἁλυκός",252,"no","zout"
1,"ἄλυπος",253,"no","zonder pijn, zonder verdriet"
11,"ἅλυσις",254,"no","boei, keten"
1,"ἀλυσιτελής",255,"no","onvoordelig"
3,"ἄλφα",1,"no","(de letter) alfa "
5,"Ἁλφαῖος",256,"no","Alfeüs"
2,"ἅλων",257,"no","dorsvloer"
3,"ἀλώπηξ",258,"no","vos"
1,"ἅλωσις",259,"no","vangst"
10,"ἅμα",260,"no","tegelijk(ertijd)"
1,"ἀμαθής",261,"no","onwetend"
1,"ἀμαράντινος",262,"no","onverwelkbaar, onvergankelijk (als een amarant)"
1,"ἀμάραντος",263,"no","onvergankelijk (als een amarant)"
43,"ἁμαρτάνω",264,"no","zondigen, een misstap maken"
4,"ἁμάρτημα",265,"no","zonde, misstap, overtreding"
173,"ἁμαρτία",266,"no","zonde, misstap, zondigheid"
1,"ἀμάρτυρος",267,"no","zonder getuige"
47,"ἁμαρτωλός",268,"no","zondig, in overtreding; (subst.) zondaar, overtreder"
2,"ἄμαχος",269,"no","niet strijdlustig, vredelievend"
1,"ἀμάω",270,"no","oogsten, maaien"
1,"ἀμέθυστος",271,"no","amethist"
4,"ἀμελέω",272,"no","veronachtzamen, verwaarlozen"
5,"ἄμεμπτος",273,"no","onberispelijk"
2,"ἀμέμπτως",274,"no","onberispelijk"
2,"ἀμέριμνος",275,"no","zorgeloos"
2,"ἀμετάθετος",276,"no","onveranderlijk"
1,"ἀμετακίνητος",277,"no","onwrikbaar"
2,"ἀμεταμέλητος",278,"no","waar je geen spijt van krijgt, onherroepelijk"
1,"ἀμετανόητος",279,"no","onboetvaardig"
2,"ἄμετρος",280,"no","onmetelijk"
126,"ἀμήν",281,"no","amen, laat het zo zijn"
1,"ἀμήτωρ",282,"no","zonder moeder, met onbekende moeder"
4,"ἀμίαντος",283,"no","onbezoedeld, zuiver"
3,"Ἀμιναδάβ",284,"no","Amminadab"
5,"ἄμμος",285,"no","zand"
4,"ἀμνός",286,"no","lam"
1,"ἀμοιβή",287,"no","terugbetaling, vergoeding"
9,"ἄμπελος",288,"no","wijnstok"
1,"ἀμπελουργός",289,"no","werker in een wijngaard, wijngaardenier"
23,"ἀμπελών",290,"no","wijngaard"
1,"Ἀμπλιᾶτος",291,"no","Ampliatus"
1,"ἀμύνομαι",292,"no","te hulp schieten"
1,"ἀμφιβάλλω",906,"yes","uitwerpen"
1,"ἀμφίβληστρον",293,"no","visnet"
1,"ἀμφιέζω",294,"yes","(aan)kleden"
3,"ἀμφιέννυμι",294,"no","(aan)kleden"
1,"Ἀμφίπολις",295,"no","Amfipolis"
1,"ἄμφοδον",296,"no","straat, rondweg"
14,"ἀμφότεροι",297,"no","beide, allen"
1,"ἀμώμητος",298,"no","onberispelijk"
1,"ἄμωμον",299,"yes","amomum, gember"
8,"ἄμωμος",299,"no","onberispelijk"
3,"Ἀμώς",301,"no","Amos"
164,"ἄν",302,"no","[geeft mogelijkheid aan, vertaling afhankelijk van modus en tempus werkwoord]"
13,"ἀνά",303,"no","(+μέσον, +gen.) onder, in het midden (van); (+μέρος) op zijn/haar beurt; (+telwoord) voor eenieder, per, in "
2,"ἀναβαθμός",304,"no","trap"
81,"ἀναβαίνω",305,"no","omhoog gaan, beklimmen, opkomen"
1,"ἀναβάλλω",306,"no","uitstellen"
1,"ἀναβιβάζω",307,"no","omhoog trekken"
25,"ἀναβλέπω",308,"no","omhoog kijken, weer (kunnen) zien"
1,"ἀνάβλεψις",309,"no","(hersteld) zicht, opnieuw kunnen zien"
1,"ἀναβοάω",310,"no","uitschreeuwen"
1,"ἀναβολή",311,"no","uitstel"
2,"ἀνάγαιον",508,"no","bovenkamer"
13,"ἀναγγέλλω",312,"no","berichten, bekend maken, verkondigen"
2,"ἀναγεννάω",313,"no","opnieuw verwekken"
32,"ἀναγινώσκω",314,"no","lezen"
9,"ἀναγκάζω",315,"no","dwingen, aandringen"
8,"ἀναγκαῖος",316,"no","noodzakelijk, belangrijk"
1,"ἀναγκαστῶς",317,"no","gedwongen"
17,"ἀνάγκη",318,"no","noodzaak, dwang, stress"
3,"ἀνάγνωσις",320,"no","lezing"
23,"ἀνάγω",321,"no","naar boven leiden, brengen voor, uitvaren"
2,"ἀναδείκνυμι",322,"no","aantonen, aanwijzen, kiezen"
1,"ἀνάδειξις",323,"no","bekendmaking"
2,"ἀναδέχομαι",324,"no","ontvangen, verwelkomen"
1,"ἀναδίδωμι",325,"no","bezorgen, aanleveren"
2,"ἀναζάω",326,"no","(opnieuw) tot leven komen"
3,"ἀναζητέω",327,"no","zoeken (naar)"
1,"ἀναζώννυμι",328,"no","omgorden, opbinden"
1,"ἀναζωπυρέω",329,"no","(vuur) aanwakkeren, nieuw leven inblazen"
1,"ἀναθάλλω",330,"no","weer doen bloeien, doen herleven"
6,"ἀνάθεμα",331,"no","vervloekt ding, vloek"
4,"ἀναθεματίζω",332,"no","vervloeken"
2,"ἀναθεωρέω",333,"no","observeren, bedenken"
1,"ἀνάθημα",334,"no","votiefoffer, offergave"
1,"ἀναίδεια",335,"no","schaamteloosheid"
1,"ἀναίρεσις",336,"no","(het) doden "
24,"ἀναιρέω",337,"no","opnemen, doden, afschaffen"
2,"ἀναίτιος",338,"no","onschuldig"
2,"ἀνακαθίζω",339,"no","(rechtop (gaan) zitten"
1,"ἀνακαινίζω",340,"no","vernieuwen, herstellen"
2,"ἀνακαινόω",341,"no","vernieuwen, hernieuwen"
2,"ἀνακαίνωσις",342,"no","vernieuwing, hernieuwing"
2,"ἀνακαλύπτω",343,"no","ontsluieren"
4,"ἀνακάμπτω",344,"no","terugkeren"
14,"ἀνάκειμαι",345,"no","aanliggen"
2,"ἀνακεφαλαιόω",346,"no","samenvatten"
6,"ἀνακλίνω",347,"no","(act.) neerleggen, laten aanliggen; (pas.) (zelf) gaan aanliggen"
5,"ἀνακράζω",349,"no","uitroepen, schreeuwen"
16,"ἀνακρίνω",350,"no","onderzoeken, ondervragen over, informeren naar, (gerechtelijk) verhoren"
1,"ἀνάκρισις",351,"no","hoorzitting"
1,"ἀνακυλίω",617,"yes","wegrollen"
4,"ἀνακύπτω",352,"no","rechtop gaan staan, opstaan, opkijken"
13,"ἀναλαμβάνω",353,"no","opnemen, oppakken"
1,"ἀνάλημψις",354,"no","opneming, wegneming"
2,"ἀναλίσκω",355,"no","vernietigen"
1,"ἀναλογία",356,"no","proportie, maat, verhouding"
1,"ἀναλογίζομαι",357,"no","overwegen"
1,"ἄναλος",358,"no","zouteloos, flauw"
1,"ἀνάλυσις",359,"no","opneming, heengaan (uit dit leven)"
2,"ἀναλύω",360,"no","ontbinden, heengaan, terugkeren"
1,"ἀναμάρτητος",361,"no","foutloos, zonder zonde"
1,"ἀναμένω",362,"no","wachten op "
6,"ἀναμιμνῄσκω",363,"no","(iemand) herinneren (aan), zich herinneren"
4,"ἀνάμνησις",364,"no","herinnering"
1,"ἀνανεόω",365,"no","vernieuwen"
1,"ἀνανήφω",366,"no","weer nuchter worden"
11,"Ἁνανίας",367,"no","Ananias"
1,"ἀναντίρρητος",368,"no","onbetwistbaar"
1,"ἀναντιρρήτως",369,"no","zonder tegenspraak"
1,"ἀνάξιος",370,"no","onwaardig, ongeschikt"
1,"ἀναξίως",371,"no","onwaardig"
5,"ἀνάπαυσις",372,"no","rust(pauze), verkwikking"
12,"ἀναπαύω",373,"no","laten rusten, verkwikken"
1,"ἀναπείθω",374,"no","overhalen, verleiden"
5,"ἀναπέμπω",375,"no","doorverwijzen (naar hogere autoriteit), terugsturen"
1,"ἀναπηδάω",1530,"yes","opspringen"
2,"ἀνάπηρος",376,"no","mank, kreupel"
12,"ἀναπίπτω",377,"no","gaan (aan)liggen, terugvallen"
6,"ἀναπληρόω",378,"no","volmaken, opvullen, vervullen "
2,"ἀναπολόγητος",379,"no","onverdedigbaar"
2,"ἀνάπτω",381,"no","ontsteken"
1,"ἀναρίθμητος",382,"no","ontelbaar"
2,"ἀνασείω",383,"no","aanmoedigen, aanwakkeren"
1,"ἀνασκευάζω",384,"no","slopen, omverwerpen"
2,"ἀνασπάω",385,"no","optrekken, uittrekken"
42,"ἀνάστασις",386,"no","opwekking, opstanding"
3,"ἀναστατόω",387,"no","ontwrichten, omverwerpen"
1,"ἀνασταυρόω",388,"no","kruisigen"
1,"ἀναστενάζω",389,"no","kreunen"
9,"ἀναστρέφω",390,"no","(act.) omverwerpen, omkeren; (pas.) leven, zich gedragen"
13,"ἀναστροφή",391,"no","gedrag, levenswijze"
1,"ἀνατάσσομαι",392,"no","samenstellen, opstellen"
9,"ἀνατέλλω",393,"no","doen opkomen, opkomen"
2,"ἀνατίθημι",394,"no","(een zaak) voorleggen aan, verwijzen"
11,"ἀνατολή",395,"no","(zons)opkomst, oost(en)"
3,"ἀνατρέπω",396,"no","omverwerpen, te gronde richten"
3,"ἀνατρέφω",397,"no","(act.) grootbrengen, opvoeden; (pas.) opgroeien"
2,"ἀναφαίνω",398,"no","verschijnen"
10,"ἀναφέρω",399,"no","aansturen, (offers) opdragen, dragen"
1,"ἀναφωνέω",400,"no","uitroepen, schreeuwen"
1,"ἀνάχυσις",401,"no","uitstorting, overvloed"
14,"ἀναχωρέω",402,"no","wegtrekken, opbreken"
1,"ἀνάψυξις",403,"no","verademing, adempauze"
1,"ἀναψύχω",404,"no","verfrissen, herstellen"
1,"ἀνδραποδιστής",405,"no","mensenhandelaar, ontvoerder"
13,"Ἀνδρέας",406,"no","Andreas"
1,"ἀνδρίζομαι",407,"no","moedig zijn, dapper zijn"
1,"Ἀνδρόνικος",408,"no","Andronikus"
1,"ἀνδροφόνος",409,"no","moordenaar"
5,"ἀνέγκλητος",410,"no","onberispelijk"
1,"ἀνεκδιήγητος",411,"no","onbeschrijfelijk"
1,"ἀνεκλάλητος",412,"no","onuitsprekelijk"
1,"ἀνέκλειπτος",413,"no","onuitputtelijk, onfeilbaar"
5,"ἀνεκτός",414,"no","draaglijk, dragelijk, te verdragen"
1,"ἀνελεήμων",415,"no","genadeloos, hardvochtig"
1,"ἀνέλεος",448,"no","genadeloos, medogenloos"
1,"ἀνεμίζω",416,"no","voortbewegen (door de wind)"
31,"ἄνεμος",417,"no","wind"
1,"ἀνένδεκτος",418,"no","uitgesloten, ondenkbaar"
1,"ἀνεξεραύνητος",419,"no","ondoorgrondelijk, onnaspeurbaar"
1,"ἀνεξίκακος",420,"no","verdraagzaam"
2,"ἀνεξιχνίαστος",421,"no","onnavolgbaar"
1,"ἀνεπαίσχυντος",422,"no","om je niet voor te schamen"
3,"ἀνεπίλημπτος",423,"no","onberispelijk"
3,"ἀνέρχομαι",424,"no","omhoog gaan"
5,"ἄνεσις",425,"no","verlichting, rust"
2,"ἀνετάζω",426,"no","gerechtelijk onderzoeken"
3,"ἄνευ",427,"no","zonder"
1,"ἀνεύθετος",428,"no","ongeschikt, niet goed geplaatst"
2,"ἀνευρίσκω",429,"no","opsporen"
15,"ἀνέχω",430,"no","verdragen, doorstaan, bijstaan"
1,"ἀνεψιός",431,"no","neef, nicht"
1,"ἄνηθον",432,"no","dille"
3,"ἀνήκω",433,"no","passend zijn, juist zijn"
1,"ἀνήμερος",434,"no","ongetemd, wild"
216,"ἀνήρ",435,"no","man"
14,"ἀνθίστημι",436,"no","weerstaan, tegenstand bieden"
1,"ἀνθομολογέομαι",437,"no","bedanken"
4,"ἄνθος",438,"no","bloem"
2,"ἀνθρακιά",439,"no","brandend houtskool"
1,"ἄνθραξ",440,"no","houtskool"
2,"ἀνθρωπάρεσκος",441,"no","(iemand) die mensen wil behagen"
7,"ἀνθρώπινος",442,"no","menselijk"
3,"ἀνθρωποκτόνος",443,"no","moordenaar"
548,"ἄνθρωπος",444,"no","mens, iemand"
5,"ἀνθύπατος",446,"no","proconsul, stadhouder"
4,"ἀνίημι",447,"no","laten gaan, loslaten"
2,"ἄνιπτος",449,"no","ongewassen"
108,"ἀνίστημι",450,"no","doen opstaan; (med./aor.2) opstaan"
1,"Ἅννα",451,"no","Anna"
4,"Ἅννας",452,"no","Annas"
6,"ἀνόητος",453,"no","dom, ondoordacht, onzinnig"
2,"ἄνοια",454,"no","domheid, onzinnigheid"
78,"ἀνοίγω",455,"no","openen; (perf.) opengaan"
2,"ἀνοικοδομέω",456,"no","(weer) opbouwen"
1,"ἄνοιξις",457,"no","opening"
15,"ἀνομία",458,"no","wetteloosheid, ongerechtigheid"
9,"ἄνομος",459,"no","wetteloos, illegaal"
2,"ἀνόμως",460,"no","zonder wet"
3,"ἀνορθόω",461,"no","(weer) oprichten, rechtmaken, herstellen"
2,"ἀνόσιος",462,"no","oneerbiedig"
2,"ἀνοχή",463,"no","verdraagzaamheid, mildheid"
1,"ἀνταγωνίζομαι",464,"no","strijden tegen, weerstaan"
2,"ἀντάλλαγμα",465,"no","ruilmiddel"
1,"ἀνταναπληρόω",466,"no","in iemands plaats aanvullen, bijdragen"
7,"ἀνταποδίδωμι",467,"no","terugbetalen, teruggeven, vergoeden"
2,"ἀνταπόδομα",468,"no","terugbetaling, genoegdoening"
1,"ἀνταπόδοσις",469,"no","terugbetaling, beloning, vergoeding"
2,"ἀνταποκρίνομαι",470,"no","antwoorden, tegenspreken"
4,"ἀντέχω",472,"no","(act.) (uit)houden; (med.) hoogachten, vasthouden (aan)"
22,"ἀντί",473,"no","in plaats van, voor"
1,"ἀντιβάλλω",474,"no","tegenwerpen, uitwisselen"
1,"ἀντιδιατίθημι",475,"no","tegenstand bieden"
5,"ἀντίδικος",476,"no","tegenstander"
1,"ἀντίθεσις",477,"no","tegenstrijdigheid"
1,"ἀντικαθίστημι",478,"no","weerstaan"
1,"ἀντικαλέω",479,"no","(op zijn/haar beurt) uitnodigen"
8,"ἀντίκειμαι",480,"no","weerstand bieden, zich verzetten tegen"
1,"ἄντικρυς",481,"no","tegenover (+gen.) "
3,"ἀντιλαμβάνω",482,"no","te hulp komen, delen in"
11,"ἀντιλέγω",483,"no","tegenspreken, betwisten, tegenwerken"
1,"ἀντίλημψις",484,"no","hulp, bijstand"
4,"ἀντιλογία",485,"no","tegenspraak, twistgesprek, tegenstand"
1,"ἀντιλοιδορέω",486,"no","(op zijn/haar beurt) kwaadspreken over, smaden"
1,"ἀντίλυτρον",487,"no","losgeld, losprijs"
1,"ἀντιμετρέω",488,"no","in gelijke mate teruggeven"
2,"ἀντιμισθία",489,"no","beloning, vergoeding, vergelding"
18,"Ἀντιόχεια",490,"no","Antiochië"
